"coupleid","time","time7c","f_personid","f_reldis","f_wrkstrs","f_wrkstrsc","f_wrkstrsc_b","f_wrkstrsc_w","m_personid","m_reldis","m_wrkstrs","m_wrkstrsc","m_wrkstrsc_b","m_wrkstrsc_w"
20,8,-0.357142857142857,39,5.33,3,0.00952380000000019,0.0571428476190478,-0.0476190476190476,40,6.99,3,0.00952380000000019,0.199999990476191,-0.19047619047619
20,9,-0.214285714285714,39,6.46,5,2.0095238,0.0571428476190478,1.95238095238095,40,6.63,3,0.00952380000000019,0.199999990476191,-0.19047619047619
20,10,-0.0714285714285714,39,5.16,4,1.0095238,0.0571428476190478,0.952380952380952,40,7.56,4,1.0095238,0.199999990476191,0.80952380952381
20,11,0.0714285714285714,39,5.54,4,1.0095238,0.0571428476190478,0.952380952380952,40,7.35,3,0.00952380000000019,0.199999990476191,-0.19047619047619
20,12,0.214285714285714,39,5.09,3,0.00952380000000019,0.0571428476190478,-0.0476190476190476,40,6.25,5,2.0095238,0.199999990476191,1.80952380952381
20,13,0.357142857142857,39,4.82,3,0.00952380000000019,0.0571428476190478,-0.0476190476190476,40,6,5,2.0095238,0.199999990476191,1.80952380952381
20,14,0.5,39,6.77,3,0.00952380000000019,0.0571428476190478,-0.0476190476190476,40,6.25,4,1.0095238,0.199999990476191,0.80952380952381
20,15,0.642857142857143,39,6.89,3,0.00952380000000019,0.0571428476190478,-0.0476190476190476,40,7.31,2,-0.9904762,0.199999990476191,-1.19047619047619
20,16,0.785714285714286,39,4.59,4,1.0095238,0.0571428476190478,0.952380952380952,40,4.92,1,-1.9904762,0.199999990476191,-2.19047619047619
20,17,0.928571428571429,39,5.13,3,0.00952380000000019,0.0571428476190478,-0.0476190476190476,40,6.34,3,0.00952380000000019,0.199999990476191,-0.19047619047619
20,18,1.07142857142857,39,6.23,4,1.0095238,0.0571428476190478,0.952380952380952,40,5.86,5,2.0095238,0.199999990476191,1.80952380952381
20,19,1.21428571428571,39,6.22,1,-1.9904762,0.0571428476190478,-2.04761904761905,40,5.55,2,-0.9904762,0.199999990476191,-1.19047619047619
20,20,1.35714285714286,39,7.05,3,0.00952380000000019,0.0571428476190478,-0.0476190476190476,40,5.37,4,1.0095238,0.199999990476191,0.80952380952381
21,0,-1.5,41,4.92,3,0.00952380000000019,-0.18095239047619,0.19047619047619,42,4.56,4,1.0095238,-0.18095239047619,1.19047619047619
21,1,-1.35714285714286,41,4.93,3,0.00952380000000019,-0.18095239047619,0.19047619047619,42,2.64,3,0.00952380000000019,-0.18095239047619,0.19047619047619
21,2,-1.21428571428571,41,3.91,2,-0.9904762,-0.18095239047619,-0.80952380952381,42,4.35,4,1.0095238,-0.18095239047619,1.19047619047619
21,3,-1.07142857142857,41,5.72,2,-0.9904762,-0.18095239047619,-0.80952380952381,42,5.74,5,2.0095238,-0.18095239047619,2.19047619047619
21,4,-0.928571428571429,41,2.37,2,-0.9904762,-0.18095239047619,-0.80952380952381,42,4.3,3,0.00952380000000019,-0.18095239047619,0.19047619047619
21,5,-0.785714285714286,41,3.82,4,1.0095238,-0.18095239047619,1.19047619047619,42,2.85,4,1.0095238,-0.18095239047619,1.19047619047619
21,6,-0.642857142857143,41,5.1,2,-0.9904762,-0.18095239047619,-0.80952380952381,42,3.81,2,-0.9904762,-0.18095239047619,-0.80952380952381
21,7,-0.5,41,4.34,2,-0.9904762,-0.18095239047619,-0.80952380952381,42,5.55,3,0.00952380000000019,-0.18095239047619,0.19047619047619
21,8,-0.357142857142857,41,4.63,3,0.00952380000000019,-0.18095239047619,0.19047619047619,42,3.49,2,-0.9904762,-0.18095239047619,-0.80952380952381
21,9,-0.214285714285714,41,5.23,3,0.00952380000000019,-0.18095239047619,0.19047619047619,42,4.57,1,-1.9904762,-0.18095239047619,-1.80952380952381
21,10,-0.0714285714285714,41,4.25,4,1.0095238,-0.18095239047619,1.19047619047619,42,4.17,4,1.0095238,-0.18095239047619,1.19047619047619
21,11,0.0714285714285714,41,4.6,3,0.00952380000000019,-0.18095239047619,0.19047619047619,42,4.22,4,1.0095238,-0.18095239047619,1.19047619047619
21,12,0.214285714285714,41,5.18,2,-0.9904762,-0.18095239047619,-0.80952380952381,42,3.59,2,-0.9904762,-0.18095239047619,-0.80952380952381
21,13,0.357142857142857,41,1.97,3,0.00952380000000019,-0.18095239047619,0.19047619047619,42,3.38,2,-0.9904762,-0.18095239047619,-0.80952380952381
21,14,0.5,41,1.38,4,1.0095238,-0.18095239047619,1.19047619047619,42,3.61,2,-0.9904762,-0.18095239047619,-0.80952380952381
21,15,0.642857142857143,41,4.22,3,0.00952380000000019,-0.18095239047619,0.19047619047619,42,4.3,2,-0.9904762,-0.18095239047619,-0.80952380952381
21,16,0.785714285714286,41,4.86,3,0.00952380000000019,-0.18095239047619,0.19047619047619,42,4.02,1,-1.9904762,-0.18095239047619,-1.80952380952381
21,17,0.928571428571429,41,5.48,4,1.0095238,-0.18095239047619,1.19047619047619,42,4.43,2,-0.9904762,-0.18095239047619,-0.80952380952381
21,18,1.07142857142857,41,3.59,3,0.00952380000000019,-0.18095239047619,0.19047619047619,42,4.74,3,0.00952380000000019,-0.18095239047619,0.19047619047619
21,19,1.21428571428571,41,3.97,2,-0.9904762,-0.18095239047619,-0.80952380952381,42,3.93,2,-0.9904762,-0.18095239047619,-0.80952380952381
21,20,1.35714285714286,41,5.14,2,-0.9904762,-0.18095239047619,-0.80952380952381,42,3.47,4,1.0095238,-0.18095239047619,1.19047619047619
22,0,-1.5,43,5.07,4,1.0095238,-0.18095239047619,1.19047619047619,44,4.67,4,1.0095238,0.199999990476191,0.80952380952381
22,1,-1.35714285714286,43,6.73,3,0.00952380000000019,-0.18095239047619,0.19047619047619,44,4.04,4,1.0095238,0.199999990476191,0.80952380952381
22,2,-1.21428571428571,43,4.7,1,-1.9904762,-0.18095239047619,-1.80952380952381,44,3.62,2,-0.9904762,0.199999990476191,-1.19047619047619
22,3,-1.07142857142857,43,4.39,2,-0.9904762,-0.18095239047619,-0.80952380952381,44,3.58,1,-1.9904762,0.199999990476191,-2.19047619047619
22,4,-0.928571428571429,43,6.38,4,1.0095238,-0.18095239047619,1.19047619047619,44,5.66,1,-1.9904762,0.199999990476191,-2.19047619047619
22,5,-0.785714285714286,43,6.17,3,0.00952380000000019,-0.18095239047619,0.19047619047619,44,5.84,3,0.00952380000000019,0.199999990476191,-0.19047619047619
22,6,-0.642857142857143,43,6.51,4,1.0095238,-0.18095239047619,1.19047619047619,44,4.2,3,0.00952380000000019,0.199999990476191,-0.19047619047619
22,7,-0.5,43,6,3,0.00952380000000019,-0.18095239047619,0.19047619047619,44,4.65,3,0.00952380000000019,0.199999990476191,-0.19047619047619
22,8,-0.357142857142857,43,5.82,4,1.0095238,-0.18095239047619,1.19047619047619,44,5.44,3,0.00952380000000019,0.199999990476191,-0.19047619047619
22,9,-0.214285714285714,43,3.98,3,0.00952380000000019,-0.18095239047619,0.19047619047619,44,6.87,3,0.00952380000000019,0.199999990476191,-0.19047619047619
22,10,-0.0714285714285714,43,5.17,3,0.00952380000000019,-0.18095239047619,0.19047619047619,44,6.13,4,1.0095238,0.199999990476191,0.80952380952381
22,11,0.0714285714285714,43,5.82,2,-0.9904762,-0.18095239047619,-0.80952380952381,44,5.13,4,1.0095238,0.199999990476191,0.80952380952381
22,12,0.214285714285714,43,6.28,4,1.0095238,-0.18095239047619,1.19047619047619,44,3.75,3,0.00952380000000019,0.199999990476191,-0.19047619047619
22,13,0.357142857142857,43,4.05,3,0.00952380000000019,-0.18095239047619,0.19047619047619,44,5.51,4,1.0095238,0.199999990476191,0.80952380952381
22,14,0.5,43,6.39,2,-0.9904762,-0.18095239047619,-0.80952380952381,44,5.88,4,1.0095238,0.199999990476191,0.80952380952381
22,15,0.642857142857143,43,2.77,2,-0.9904762,-0.18095239047619,-0.80952380952381,44,5.79,4,1.0095238,0.199999990476191,0.80952380952381
22,16,0.785714285714286,43,4.8,1,-1.9904762,-0.18095239047619,-1.80952380952381,44,4.81,4,1.0095238,0.199999990476191,0.80952380952381
22,17,0.928571428571429,43,7.49,4,1.0095238,-0.18095239047619,1.19047619047619,44,4.78,4,1.0095238,0.199999990476191,0.80952380952381
22,18,1.07142857142857,43,5.8,3,0.00952380000000019,-0.18095239047619,0.19047619047619,44,4.69,1,-1.9904762,0.199999990476191,-2.19047619047619
22,19,1.21428571428571,43,4.65,2,-0.9904762,-0.18095239047619,-0.80952380952381,44,5.59,3,0.00952380000000019,0.199999990476191,-0.19047619047619
22,20,1.35714285714286,43,4.64,2,-0.9904762,-0.18095239047619,-0.80952380952381,44,6.35,5,2.0095238,0.199999990476191,1.80952380952381
23,0,-1.5,45,5.33,4,1.0095238,-0.371428580952381,1.38095238095238,46,5.44,2,-0.9904762,-0.561904771428571,-0.428571428571429
23,1,-1.35714285714286,45,4.7,1,-1.9904762,-0.371428580952381,-1.61904761904762,46,8.34,4,1.0095238,-0.561904771428571,1.57142857142857
23,2,-1.21428571428571,45,4.57,1,-1.9904762,-0.371428580952381,-1.61904761904762,46,6.11,3,0.00952380000000019,-0.561904771428571,0.571428571428571
23,3,-1.07142857142857,45,4.07,1,-1.9904762,-0.371428580952381,-1.61904761904762,46,4.61,3,0.00952380000000019,-0.561904771428571,0.571428571428571
23,4,-0.928571428571429,45,4.53,2,-0.9904762,-0.371428580952381,-0.619047619047619,46,5.64,2,-0.9904762,-0.561904771428571,-0.428571428571429
23,5,-0.785714285714286,45,6.9,3,0.00952380000000019,-0.371428580952381,0.380952380952381,46,6.94,1,-1.9904762,-0.561904771428571,-1.42857142857143
23,6,-0.642857142857143,45,3.34,3,0.00952380000000019,-0.371428580952381,0.380952380952381,46,5.83,2,-0.9904762,-0.561904771428571,-0.428571428571429
23,7,-0.5,45,4.57,3,0.00952380000000019,-0.371428580952381,0.380952380952381,46,4.93,1,-1.9904762,-0.561904771428571,-1.42857142857143
23,8,-0.357142857142857,45,5,4,1.0095238,-0.371428580952381,1.38095238095238,46,4.83,4,1.0095238,-0.561904771428571,1.57142857142857
23,9,-0.214285714285714,45,5.23,2,-0.9904762,-0.371428580952381,-0.619047619047619,46,5.2,3,0.00952380000000019,-0.561904771428571,0.571428571428571
23,10,-0.0714285714285714,45,4.06,5,2.0095238,-0.371428580952381,2.38095238095238,46,6.7,3,0.00952380000000019,-0.561904771428571,0.571428571428571
23,11,0.0714285714285714,45,5.34,3,0.00952380000000019,-0.371428580952381,0.380952380952381,46,5.34,2,-0.9904762,-0.561904771428571,-0.428571428571429
23,12,0.214285714285714,45,4.64,2,-0.9904762,-0.371428580952381,-0.619047619047619,46,5.39,2,-0.9904762,-0.561904771428571,-0.428571428571429
23,13,0.357142857142857,45,4.31,3,0.00952380000000019,-0.371428580952381,0.380952380952381,46,6.43,1,-1.9904762,-0.561904771428571,-1.42857142857143
23,14,0.5,45,5.02,3,0.00952380000000019,-0.371428580952381,0.380952380952381,46,7.8,2,-0.9904762,-0.561904771428571,-0.428571428571429
23,15,0.642857142857143,45,4.66,2,-0.9904762,-0.371428580952381,-0.619047619047619,46,7.18,3,0.00952380000000019,-0.561904771428571,0.571428571428571
23,16,0.785714285714286,45,5.05,2,-0.9904762,-0.371428580952381,-0.619047619047619,46,6.49,4,1.0095238,-0.561904771428571,1.57142857142857
23,17,0.928571428571429,45,4.45,3,0.00952380000000019,-0.371428580952381,0.380952380952381,46,4.2,3,0.00952380000000019,-0.561904771428571,0.571428571428571
23,18,1.07142857142857,45,2.54,4,1.0095238,-0.371428580952381,1.38095238095238,46,7.47,3,0.00952380000000019,-0.561904771428571,0.571428571428571
23,19,1.21428571428571,45,2.94,2,-0.9904762,-0.371428580952381,-0.619047619047619,46,4.75,1,-1.9904762,-0.561904771428571,-1.42857142857143
23,20,1.35714285714286,45,4.9,2,-0.9904762,-0.371428580952381,-0.619047619047619,46,5.82,2,-0.9904762,-0.561904771428571,-0.428571428571429
24,0,-1.5,47,9.28,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476,48,4.84,4,1.0095238,-0.466666676190476,1.47619047619048
24,1,-1.35714285714286,47,4.77,2,-0.9904762,-0.0380952476190474,-0.952380952380952,48,4.01,3,0.00952380000000019,-0.466666676190476,0.476190476190476
24,2,-1.21428571428571,47,6.08,4,1.0095238,-0.0380952476190474,1.04761904761905,48,4.37,4,1.0095238,-0.466666676190476,1.47619047619048
24,3,-1.07142857142857,47,6.3,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476,48,3.67,3,0.00952380000000019,-0.466666676190476,0.476190476190476
24,4,-0.928571428571429,47,4.58,4,1.0095238,-0.0380952476190474,1.04761904761905,48,4.92,1,-1.9904762,-0.466666676190476,-1.52380952380952
24,5,-0.785714285714286,47,6.9,2,-0.9904762,-0.0380952476190474,-0.952380952380952,48,5.12,2,-0.9904762,-0.466666676190476,-0.523809523809524
24,6,-0.642857142857143,47,5.33,2,-0.9904762,-0.0380952476190474,-0.952380952380952,48,4.41,1,-1.9904762,-0.466666676190476,-1.52380952380952
24,7,-0.5,47,6.27,2,-0.9904762,-0.0380952476190474,-0.952380952380952,48,2.91,3,0.00952380000000019,-0.466666676190476,0.476190476190476
24,8,-0.357142857142857,47,6.97,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476,48,4.49,2,-0.9904762,-0.466666676190476,-0.523809523809524
24,9,-0.214285714285714,47,7.9,4,1.0095238,-0.0380952476190474,1.04761904761905,48,4.15,2,-0.9904762,-0.466666676190476,-0.523809523809524
24,10,-0.0714285714285714,47,5.74,4,1.0095238,-0.0380952476190474,1.04761904761905,48,4.13,3,0.00952380000000019,-0.466666676190476,0.476190476190476
24,11,0.0714285714285714,47,5.07,2,-0.9904762,-0.0380952476190474,-0.952380952380952,48,4.91,3,0.00952380000000019,-0.466666676190476,0.476190476190476
24,12,0.214285714285714,47,10,5,2.0095238,-0.0380952476190474,2.04761904761905,48,5.56,2,-0.9904762,-0.466666676190476,-0.523809523809524
24,13,0.357142857142857,47,8.37,4,1.0095238,-0.0380952476190474,1.04761904761905,48,5.83,1,-1.9904762,-0.466666676190476,-1.52380952380952
24,14,0.5,47,7.51,2,-0.9904762,-0.0380952476190474,-0.952380952380952,48,3.7,3,0.00952380000000019,-0.466666676190476,0.476190476190476
24,15,0.642857142857143,47,6.18,2,-0.9904762,-0.0380952476190474,-0.952380952380952,48,2.94,4,1.0095238,-0.466666676190476,1.47619047619048
24,16,0.785714285714286,47,7.1,4,1.0095238,-0.0380952476190474,1.04761904761905,48,3.55,2,-0.9904762,-0.466666676190476,-0.523809523809524
24,17,0.928571428571429,47,7.2,2,-0.9904762,-0.0380952476190474,-0.952380952380952,48,3.71,1,-1.9904762,-0.466666676190476,-1.52380952380952
24,18,1.07142857142857,47,7.44,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476,48,4.47,5,2.0095238,-0.466666676190476,2.47619047619048
24,19,1.21428571428571,47,7.36,2,-0.9904762,-0.0380952476190474,-0.952380952380952,48,5.89,3,0.00952380000000019,-0.466666676190476,0.476190476190476
24,20,1.35714285714286,47,5.99,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476,48,4.56,1,-1.9904762,-0.466666676190476,-1.52380952380952
25,0,-1.5,49,2.68,2,-0.9904762,0.0571428476190478,-1.04761904761905,50,4.88,2,-0.9904762,-0.133333342857143,-0.857142857142857
25,1,-1.35714285714286,49,3.92,3,0.00952380000000019,0.0571428476190478,-0.0476190476190476,50,5.08,3,0.00952380000000019,-0.133333342857143,0.142857142857143
25,2,-1.21428571428571,49,4,3,0.00952380000000019,0.0571428476190478,-0.0476190476190476,50,6.62,3,0.00952380000000019,-0.133333342857143,0.142857142857143
25,3,-1.07142857142857,49,4.44,4,1.0095238,0.0571428476190478,0.952380952380952,50,4.5,4,1.0095238,-0.133333342857143,1.14285714285714
25,4,-0.928571428571429,49,5.1,1,-1.9904762,0.0571428476190478,-2.04761904761905,50,6.38,4,1.0095238,-0.133333342857143,1.14285714285714
25,5,-0.785714285714286,49,6.04,5,2.0095238,0.0571428476190478,1.95238095238095,50,5.59,2,-0.9904762,-0.133333342857143,-0.857142857142857
25,6,-0.642857142857143,49,4.33,4,1.0095238,0.0571428476190478,0.952380952380952,50,5.8,3,0.00952380000000019,-0.133333342857143,0.142857142857143
25,7,-0.5,49,4.03,2,-0.9904762,0.0571428476190478,-1.04761904761905,50,2.29,3,0.00952380000000019,-0.133333342857143,0.142857142857143
25,8,-0.357142857142857,49,4.32,4,1.0095238,0.0571428476190478,0.952380952380952,50,5.55,5,2.0095238,-0.133333342857143,2.14285714285714
25,9,-0.214285714285714,49,3.39,3,0.00952380000000019,0.0571428476190478,-0.0476190476190476,50,6.1,1,-1.9904762,-0.133333342857143,-1.85714285714286
25,10,-0.0714285714285714,49,2.77,3,0.00952380000000019,0.0571428476190478,-0.0476190476190476,50,4.49,3,0.00952380000000019,-0.133333342857143,0.142857142857143
25,11,0.0714285714285714,49,5.11,4,1.0095238,0.0571428476190478,0.952380952380952,50,4.99,4,1.0095238,-0.133333342857143,1.14285714285714
25,12,0.214285714285714,49,4.61,2,-0.9904762,0.0571428476190478,-1.04761904761905,50,5.68,2,-0.9904762,-0.133333342857143,-0.857142857142857
25,13,0.357142857142857,49,4.79,3,0.00952380000000019,0.0571428476190478,-0.0476190476190476,50,3.35,5,2.0095238,-0.133333342857143,2.14285714285714
25,14,0.5,49,3.91,2,-0.9904762,0.0571428476190478,-1.04761904761905,50,5.95,3,0.00952380000000019,-0.133333342857143,0.142857142857143
25,15,0.642857142857143,49,3.62,5,2.0095238,0.0571428476190478,1.95238095238095,50,4.69,3,0.00952380000000019,-0.133333342857143,0.142857142857143
25,16,0.785714285714286,49,4.21,4,1.0095238,0.0571428476190478,0.952380952380952,50,4.29,3,0.00952380000000019,-0.133333342857143,0.142857142857143
25,17,0.928571428571429,49,4.49,3,0.00952380000000019,0.0571428476190478,-0.0476190476190476,50,4.91,1,-1.9904762,-0.133333342857143,-1.85714285714286
25,18,1.07142857142857,49,6.19,2,-0.9904762,0.0571428476190478,-1.04761904761905,50,6.46,1,-1.9904762,-0.133333342857143,-1.85714285714286
25,19,1.21428571428571,49,4.94,3,0.00952380000000019,0.0571428476190478,-0.0476190476190476,50,5.16,5,2.0095238,-0.133333342857143,2.14285714285714
25,20,1.35714285714286,49,3.62,2,-0.9904762,0.0571428476190478,-1.04761904761905,50,4.51,0,-2.9904762,-0.133333342857143,-2.85714285714286
26,0,-1.5,51,3.49,3,0.00952380000000019,0.0571428476190478,-0.0476190476190476,52,5.2,3,0.00952380000000019,0.247619038095238,-0.238095238095238
26,1,-1.35714285714286,51,5.13,3,0.00952380000000019,0.0571428476190478,-0.0476190476190476,52,6.5,2,-0.9904762,0.247619038095238,-1.23809523809524
26,2,-1.21428571428571,51,3.75,2,-0.9904762,0.0571428476190478,-1.04761904761905,52,5.98,3,0.00952380000000019,0.247619038095238,-0.238095238095238
26,3,-1.07142857142857,51,3.88,2,-0.9904762,0.0571428476190478,-1.04761904761905,52,6.44,4,1.0095238,0.247619038095238,0.761904761904762
26,4,-0.928571428571429,51,2.56,5,2.0095238,0.0571428476190478,1.95238095238095,52,8.08,2,-0.9904762,0.247619038095238,-1.23809523809524
26,5,-0.785714285714286,51,2.85,2,-0.9904762,0.0571428476190478,-1.04761904761905,52,6.17,4,1.0095238,0.247619038095238,0.761904761904762
26,6,-0.642857142857143,51,5.62,4,1.0095238,0.0571428476190478,0.952380952380952,52,7.32,2,-0.9904762,0.247619038095238,-1.23809523809524
26,7,-0.5,51,3.11,4,1.0095238,0.0571428476190478,0.952380952380952,52,8.25,4,1.0095238,0.247619038095238,0.761904761904762
26,8,-0.357142857142857,51,4.29,1,-1.9904762,0.0571428476190478,-2.04761904761905,52,5.86,3,0.00952380000000019,0.247619038095238,-0.238095238095238
26,9,-0.214285714285714,51,3.64,4,1.0095238,0.0571428476190478,0.952380952380952,52,7.29,4,1.0095238,0.247619038095238,0.761904761904762
26,10,-0.0714285714285714,51,1.98,3,0.00952380000000019,0.0571428476190478,-0.0476190476190476,52,6.93,3,0.00952380000000019,0.247619038095238,-0.238095238095238
26,11,0.0714285714285714,51,2.61,2,-0.9904762,0.0571428476190478,-1.04761904761905,52,6.52,4,1.0095238,0.247619038095238,0.761904761904762
26,12,0.214285714285714,51,4.31,4,1.0095238,0.0571428476190478,0.952380952380952,52,6.47,3,0.00952380000000019,0.247619038095238,-0.238095238095238
26,13,0.357142857142857,51,3.21,4,1.0095238,0.0571428476190478,0.952380952380952,52,6.97,4,1.0095238,0.247619038095238,0.761904761904762
26,14,0.5,51,3.42,3,0.00952380000000019,0.0571428476190478,-0.0476190476190476,52,6.75,3,0.00952380000000019,0.247619038095238,-0.238095238095238
26,15,0.642857142857143,51,2.81,3,0.00952380000000019,0.0571428476190478,-0.0476190476190476,52,6.92,3,0.00952380000000019,0.247619038095238,-0.238095238095238
26,16,0.785714285714286,51,3.39,2,-0.9904762,0.0571428476190478,-1.04761904761905,52,6.61,3,0.00952380000000019,0.247619038095238,-0.238095238095238
26,17,0.928571428571429,51,3.23,3,0.00952380000000019,0.0571428476190478,-0.0476190476190476,52,8.25,3,0.00952380000000019,0.247619038095238,-0.238095238095238
26,18,1.07142857142857,51,3.36,3,0.00952380000000019,0.0571428476190478,-0.0476190476190476,52,7.24,3,0.00952380000000019,0.247619038095238,-0.238095238095238
26,19,1.21428571428571,51,3.85,4,1.0095238,0.0571428476190478,0.952380952380952,52,5.14,5,2.0095238,0.247619038095238,1.76190476190476
26,20,1.35714285714286,51,2.7,3,0.00952380000000019,0.0571428476190478,-0.0476190476190476,52,5.81,3,0.00952380000000019,0.247619038095238,-0.238095238095238
27,0,-1.5,53,4.52,3,0.00952380000000019,0.00952380000000019,0,54,4.58,4,1.0095238,0.152380942857143,0.857142857142857
27,1,-1.35714285714286,53,6.02,2,-0.9904762,0.00952380000000019,-1,54,5.6,2,-0.9904762,0.152380942857143,-1.14285714285714
27,2,-1.21428571428571,53,3.36,3,0.00952380000000019,0.00952380000000019,0,54,5.04,2,-0.9904762,0.152380942857143,-1.14285714285714
27,3,-1.07142857142857,53,4.35,3,0.00952380000000019,0.00952380000000019,0,54,4.78,3,0.00952380000000019,0.152380942857143,-0.142857142857143
27,4,-0.928571428571429,53,4.16,2,-0.9904762,0.00952380000000019,-1,54,3.51,2,-0.9904762,0.152380942857143,-1.14285714285714
27,5,-0.785714285714286,53,4.73,3,0.00952380000000019,0.00952380000000019,0,54,4.87,3,0.00952380000000019,0.152380942857143,-0.142857142857143
27,6,-0.642857142857143,53,3.39,3,0.00952380000000019,0.00952380000000019,0,54,6.53,4,1.0095238,0.152380942857143,0.857142857142857
27,7,-0.5,53,3.84,3,0.00952380000000019,0.00952380000000019,0,54,6.22,4,1.0095238,0.152380942857143,0.857142857142857
27,8,-0.357142857142857,53,4.84,4,1.0095238,0.00952380000000019,1,54,5.13,3,0.00952380000000019,0.152380942857143,-0.142857142857143
27,9,-0.214285714285714,53,2.38,2,-0.9904762,0.00952380000000019,-1,54,5.8,2,-0.9904762,0.152380942857143,-1.14285714285714
27,10,-0.0714285714285714,53,3.43,2,-0.9904762,0.00952380000000019,-1,54,5.04,3,0.00952380000000019,0.152380942857143,-0.142857142857143
27,11,0.0714285714285714,53,3.49,4,1.0095238,0.00952380000000019,1,54,6.72,3,0.00952380000000019,0.152380942857143,-0.142857142857143
27,12,0.214285714285714,53,3.44,2,-0.9904762,0.00952380000000019,-1,54,5.39,2,-0.9904762,0.152380942857143,-1.14285714285714
27,13,0.357142857142857,53,3.44,3,0.00952380000000019,0.00952380000000019,0,54,3.65,3,0.00952380000000019,0.152380942857143,-0.142857142857143
27,14,0.5,53,2.61,4,1.0095238,0.00952380000000019,1,54,4.01,4,1.0095238,0.152380942857143,0.857142857142857
27,15,0.642857142857143,53,3.8,4,1.0095238,0.00952380000000019,1,54,4.58,3,0.00952380000000019,0.152380942857143,-0.142857142857143
27,16,0.785714285714286,53,2.23,3,0.00952380000000019,0.00952380000000019,0,54,4.72,4,1.0095238,0.152380942857143,0.857142857142857
27,17,0.928571428571429,53,4.41,4,1.0095238,0.00952380000000019,1,54,5.09,4,1.0095238,0.152380942857143,0.857142857142857
27,18,1.07142857142857,53,6.18,2,-0.9904762,0.00952380000000019,-1,54,6.37,3,0.00952380000000019,0.152380942857143,-0.142857142857143
27,19,1.21428571428571,53,3.55,3,0.00952380000000019,0.00952380000000019,0,54,5.67,5,2.0095238,0.152380942857143,1.85714285714286
27,20,1.35714285714286,53,5.57,4,1.0095238,0.00952380000000019,1,54,4.32,3,0.00952380000000019,0.152380942857143,-0.142857142857143
28,0,-1.5,55,3.01,2,-0.9904762,0.152380942857143,-1.14285714285714,56,4.69,3,0.00952380000000019,-0.276190485714286,0.285714285714286
28,1,-1.35714285714286,55,6.29,3,0.00952380000000019,0.152380942857143,-0.142857142857143,56,6.01,1,-1.9904762,-0.276190485714286,-1.71428571428571
28,2,-1.21428571428571,55,3.83,4,1.0095238,0.152380942857143,0.857142857142857,56,5.43,2,-0.9904762,-0.276190485714286,-0.714285714285714
28,3,-1.07142857142857,55,3.26,4,1.0095238,0.152380942857143,0.857142857142857,56,3.09,3,0.00952380000000019,-0.276190485714286,0.285714285714286
28,4,-0.928571428571429,55,4.66,3,0.00952380000000019,0.152380942857143,-0.142857142857143,56,5.35,3,0.00952380000000019,-0.276190485714286,0.285714285714286
28,5,-0.785714285714286,55,4.29,1,-1.9904762,0.152380942857143,-2.14285714285714,56,5.12,1,-1.9904762,-0.276190485714286,-1.71428571428571
28,6,-0.642857142857143,55,3.81,3,0.00952380000000019,0.152380942857143,-0.142857142857143,56,5.74,4,1.0095238,-0.276190485714286,1.28571428571429
28,7,-0.5,55,4.8,4,1.0095238,0.152380942857143,0.857142857142857,56,5.12,0,-2.9904762,-0.276190485714286,-2.71428571428571
28,8,-0.357142857142857,55,4.7,3,0.00952380000000019,0.152380942857143,-0.142857142857143,56,4.93,4,1.0095238,-0.276190485714286,1.28571428571429
28,9,-0.214285714285714,55,4.34,3,0.00952380000000019,0.152380942857143,-0.142857142857143,56,3.82,4,1.0095238,-0.276190485714286,1.28571428571429
28,10,-0.0714285714285714,55,3.82,3,0.00952380000000019,0.152380942857143,-0.142857142857143,56,4.11,4,1.0095238,-0.276190485714286,1.28571428571429
28,11,0.0714285714285714,55,4.85,2,-0.9904762,0.152380942857143,-1.14285714285714,56,4.48,5,2.0095238,-0.276190485714286,2.28571428571429
28,12,0.214285714285714,55,4.46,4,1.0095238,0.152380942857143,0.857142857142857,56,4.78,4,1.0095238,-0.276190485714286,1.28571428571429
28,13,0.357142857142857,55,3.53,3,0.00952380000000019,0.152380942857143,-0.142857142857143,56,4.26,4,1.0095238,-0.276190485714286,1.28571428571429
28,14,0.5,55,5.92,3,0.00952380000000019,0.152380942857143,-0.142857142857143,56,4.84,4,1.0095238,-0.276190485714286,1.28571428571429
28,15,0.642857142857143,55,2.88,5,2.0095238,0.152380942857143,1.85714285714286,56,4.63,1,-1.9904762,-0.276190485714286,-1.71428571428571
28,16,0.785714285714286,55,4.65,2,-0.9904762,0.152380942857143,-1.14285714285714,56,4.71,2,-0.9904762,-0.276190485714286,-0.714285714285714
28,17,0.928571428571429,55,3.92,3,0.00952380000000019,0.152380942857143,-0.142857142857143,56,5.31,4,1.0095238,-0.276190485714286,1.28571428571429
28,18,1.07142857142857,55,3.24,5,2.0095238,0.152380942857143,1.85714285714286,56,4.62,1,-1.9904762,-0.276190485714286,-1.71428571428571
28,19,1.21428571428571,55,5.1,3,0.00952380000000019,0.152380942857143,-0.142857142857143,56,4.77,2,-0.9904762,-0.276190485714286,-0.714285714285714
